place||pays
http://dbpedia.org/resource/Bia%C5%82a_Podlaska||http://dbpedia.org/resource/Poland
http://dbpedia.org/resource/Bia%C5%82ystok||http://dbpedia.org/resource/Poland
http://dbpedia.org/resource/Biarritz||http://dbpedia.org/resource/France
http://dbpedia.org/resource/Biasca||http://dbpedia.org/resource/Switzerland
http://dbpedia.org/resource/Biatorb%C3%A1gy||http://dbpedia.org/resource/Hungary
http://dbpedia.org/resource/Bicester||http://dbpedia.org/resource/England
http://dbpedia.org/resource/Bicester||http://dbpedia.org/resource/United_Kingdom
http://dbpedia.org/resource/Bicester||http://dbpedia.org/resource/Oxfordshire
http://dbpedia.org/resource/Bickley||http://dbpedia.org/resource/United_Kingdom
http://dbpedia.org/resource/Bicton,_Western_Australia||http://dbpedia.org/resource/Australia
http://dbpedia.org/resource/Biddulph||http://dbpedia.org/resource/England
http://dbpedia.org/resource/Biddulph||http://dbpedia.org/resource/United_Kingdom
http://dbpedia.org/resource/Biddulph||http://dbpedia.org/resource/Staffordshire
http://dbpedia.org/resource/Bideford||http://dbpedia.org/resource/Devon
http://dbpedia.org/resource/Bideford||http://dbpedia.org/resource/United_Kingdom
http://dbpedia.org/resource/Bidor||http://dbpedia.org/resource/Malaysia
http://dbpedia.org/resource/Biel/Bienne||http://dbpedia.org/resource/Switzerland
http://dbpedia.org/resource/Bielawa||http://dbpedia.org/resource/Poland
http://dbpedia.org/resource/Bielefeld||http://dbpedia.org/resource/Germany
http://dbpedia.org/resource/Biella||http://dbpedia.org/resource/Italy
http://dbpedia.org/resource/Bielsko-Bia%C5%82a||http://dbpedia.org/resource/Poland
http://dbpedia.org/resource/Bietigheim-Bissingen||http://dbpedia.org/resource/Germany
http://dbpedia.org/resource/Big_Flat,_Arkansas||http://dbpedia.org/resource/United_States
http://dbpedia.org/resource/Big_Rapids,_Michigan||http://dbpedia.org/resource/United_States
http://dbpedia.org/resource/Big_Sandy,_Texas||http://dbpedia.org/resource/United_States
http://dbpedia.org/resource/Big_Stone_Gap,_Virginia||http://dbpedia.org/resource/United_States
http://dbpedia.org/resource/Biggar,_Saskatchewan||http://dbpedia.org/resource/Canada
http://dbpedia.org/resource/Biggin_Hill||http://dbpedia.org/resource/United_Kingdom
http://dbpedia.org/resource/Biggleswade||http://dbpedia.org/resource/United_Kingdom
http://dbpedia.org/resource/Biha%C4%87||http://dbpedia.org/resource/Bosnia_and_Herzegovina
http://dbpedia.org/resource/Bijapur_district,_Karnataka||http://dbpedia.org/resource/India
http://dbpedia.org/resource/Bijeljina||http://dbpedia.org/resource/Bosnia_and_Herzegovina
http://dbpedia.org/resource/Bijelo_Polje||http://dbpedia.org/resource/Montenegro
http://dbpedia.org/resource/Bik%C3%A1cs||http://dbpedia.org/resource/Hungary
http://dbpedia.org/resource/Bikaner||http://dbpedia.org/resource/India
http://dbpedia.org/resource/Bila_Tserkva||http://dbpedia.org/resource/Ukraine
http://dbpedia.org/resource/Bilbao||http://dbpedia.org/resource/Spain
http://dbpedia.org/resource/Bile%C4%87a||http://dbpedia.org/resource/Bosnia_and_Herzegovina
http://dbpedia.org/resource/Bill_Quay||http://dbpedia.org/resource/United_Kingdom
http://dbpedia.org/resource/Billericay||http://dbpedia.org/resource/England
http://dbpedia.org/resource/Billericay||http://dbpedia.org/resource/United_Kingdom
http://dbpedia.org/resource/Billericay||http://dbpedia.org/resource/Essex
http://dbpedia.org/resource/Billinge,_Merseyside||http://dbpedia.org/resource/England
http://dbpedia.org/resource/Billinge,_Merseyside||http://dbpedia.org/resource/United_Kingdom
http://dbpedia.org/resource/Billingham||http://dbpedia.org/resource/United_Kingdom
http://dbpedia.org/resource/Billingshurst||http://dbpedia.org/resource/England
http://dbpedia.org/resource/Billingshurst||http://dbpedia.org/resource/United_Kingdom
http://dbpedia.org/resource/Billingshurst||http://dbpedia.org/resource/West_Sussex
http://dbpedia.org/resource/Bilopillia||http://dbpedia.org/resource/Ukraine
http://dbpedia.org/resource/Bilopillia||http://dbpedia.org/resource/Sumy_Oblast
http://dbpedia.org/resource/Bilopillia||http://dbpedia.org/resource/Bilopillia_Raion
http://dbpedia.org/resource/Biloxi,_Mississippi||http://dbpedia.org/resource/United_States
http://dbpedia.org/resource/Bilston||http://dbpedia.org/resource/United_Kingdom
http://dbpedia.org/resource/Binangonan,_Rizal||http://dbpedia.org/resource/%7B%7B
http://dbpedia.org/resource/Binder,_Khentii||http://dbpedia.org/resource/Mongolia
http://dbpedia.org/resource/Bing%C3%B6l_Province||http://dbpedia.org/resource/Turkey
http://dbpedia.org/resource/Bingen_am_Rhein||http://dbpedia.org/resource/Germany
http://dbpedia.org/resource/Bingham,_Nottinghamshire||http://dbpedia.org/resource/England
http://dbpedia.org/resource/Bingham,_Nottinghamshire||http://dbpedia.org/resource/United_Kingdom
http://dbpedia.org/resource/Bingham,_Nottinghamshire||http://dbpedia.org/resource/Nottinghamshire
http://dbpedia.org/resource/Binghamton,_New_York||http://dbpedia.org/resource/United_States
http://dbpedia.org/resource/Bingley||http://dbpedia.org/resource/England
http://dbpedia.org/resource/Bingley||http://dbpedia.org/resource/United_Kingdom
http://dbpedia.org/resource/Binondo||http://dbpedia.org/resource/Philippines
http://dbpedia.org/resource/Bioko||http://dbpedia.org/resource/Equatorial_Guinea
http://dbpedia.org/resource/Bir%C5%BCebbu%C4%A1a||http://dbpedia.org/resource/Malta
http://dbpedia.org/resource/Bir%C5%BEai||http://dbpedia.org/resource/Lithuania
http://dbpedia.org/resource/Bird_Island,_Minnesota||http://dbpedia.org/resource/United_States
http://dbpedia.org/resource/Birgu||http://dbpedia.org/resource/Malta
http://dbpedia.org/resource/Birgunj||http://dbpedia.org/resource/Nepal
http://dbpedia.org/resource/Birjand||http://dbpedia.org/resource/Iran
http://dbpedia.org/resource/Birkeland,_Aust-Agder||http://dbpedia.org/resource/Norway
http://dbpedia.org/resource/Birkenhead||http://dbpedia.org/resource/United_Kingdom
http://dbpedia.org/resource/Birkirkara||http://dbpedia.org/resource/Malta
http://dbpedia.org/resource/Birmingham||http://dbpedia.org/resource/United_Kingdom
http://dbpedia.org/resource/Birmingham,_Alabama||http://dbpedia.org/resource/United_States
http://dbpedia.org/resource/Birtamod||http://dbpedia.org/resource/Nepal
http://dbpedia.org/resource/Biscay||http://dbpedia.org/resource/Spain
http://dbpedia.org/resource/Bisceglie||http://dbpedia.org/resource/Italy
http://dbpedia.org/resource/Bishkek||http://dbpedia.org/resource/Kyrgyzstan
http://dbpedia.org/resource/Bishop's_Stortford||http://dbpedia.org/resource/Hertfordshire
http://dbpedia.org/resource/Bishop's_Stortford||http://dbpedia.org/resource/United_Kingdom
http://dbpedia.org/resource/Bishop_Auckland||http://dbpedia.org/resource/England
http://dbpedia.org/resource/Bishop_Auckland||http://dbpedia.org/resource/United_Kingdom
http://dbpedia.org/resource/Bishopbriggs||http://dbpedia.org/resource/Scotland
http://dbpedia.org/resource/Bishopbriggs||http://dbpedia.org/resource/United_Kingdom
http://dbpedia.org/resource/Bishopston,_Bristol||http://dbpedia.org/resource/United_Kingdom
http://dbpedia.org/resource/Bishopton,_Renfrewshire||http://dbpedia.org/resource/Scotland
http://dbpedia.org/resource/Bishopton,_Renfrewshire||http://dbpedia.org/resource/United_Kingdom
http://dbpedia.org/resource/Bishopville,_South_Carolina||http://dbpedia.org/resource/United_States
http://dbpedia.org/resource/Biskoupky_(Brno-Country_District)||http://dbpedia.org/resource/Czech_Republic
http://dbpedia.org/resource/Bismarck,_North_Dakota||http://dbpedia.org/resource/United_States
http://dbpedia.org/resource/Bispham,_Blackpool||http://dbpedia.org/resource/United_Kingdom
http://dbpedia.org/resource/Bistri%C8%9Ba-N%C4%83s%C4%83ud_County||http://dbpedia.org/resource/Romania
http://dbpedia.org/resource/Biswanath_Chariali||http://dbpedia.org/resource/India
http://dbpedia.org/resource/Bitburg||http://dbpedia.org/resource/Germany
http://dbpedia.org/resource/Bitola||http://dbpedia.org/resource/Macedonia
http://dbpedia.org/resource/Biysk||http://dbpedia.org/resource/Russia
http://dbpedia.org/resource/Bizerte||http://dbpedia.org/resource/Tunisia
http://dbpedia.org/resource/Bjelovar||http://dbpedia.org/resource/Croatia
http://dbpedia.org/resource/Bjerkvik||http://dbpedia.org/resource/Norway
http://dbpedia.org/resource/Bjurholm||http://dbpedia.org/resource/Sweden
http://dbpedia.org/resource/Black_Bourton||http://dbpedia.org/resource/United_Kingdom
http://dbpedia.org/resource/Black_Bourton||http://dbpedia.org/resource/Oxfordshire
http://dbpedia.org/resource/Black_Forest||http://dbpedia.org/resource/Germany
http://dbpedia.org/resource/Black_River_Falls,_Wisconsin||http://dbpedia.org/resource/United_States
http://dbpedia.org/resource/Black_Rock,_Victoria||http://dbpedia.org/resource/Australia
http://dbpedia.org/resource/Blackall,_Queensland||http://dbpedia.org/resource/Australia
http://dbpedia.org/resource/Blackburn||http://dbpedia.org/resource/United_Kingdom
http://dbpedia.org/resource/Blackburn,_West_Lothian||http://dbpedia.org/resource/Scotland
http://dbpedia.org/resource/Blackburn,_West_Lothian||http://dbpedia.org/resource/United_Kingdom
http://dbpedia.org/resource/Blackheath,_London||http://dbpedia.org/resource/United_Kingdom
http://dbpedia.org/resource/Blackheath,_London||http://dbpedia.org/resource/England_national_rugby_union_team
http://dbpedia.org/resource/Blackheath,_West_Midlands||http://dbpedia.org/resource/England
http://dbpedia.org/resource/Blackheath,_West_Midlands||http://dbpedia.org/resource/United_Kingdom
http://dbpedia.org/resource/Blackley||http://dbpedia.org/resource/United_Kingdom
http://dbpedia.org/resource/Blackrock,_Dublin||http://dbpedia.org/resource/Republic_of_Ireland
http://dbpedia.org/resource/Blackville,_South_Carolina||http://dbpedia.org/resource/United_States
http://dbpedia.org/resource/Blackwell,_County_Durham||http://dbpedia.org/resource/England
http://dbpedia.org/resource/Blackwell,_County_Durham||http://dbpedia.org/resource/United_Kingdom
http://dbpedia.org/resource/Blacon||http://dbpedia.org/resource/England
http://dbpedia.org/resource/Blacon||http://dbpedia.org/resource/United_Kingdom
http://dbpedia.org/resource/Blaencwm||http://dbpedia.org/resource/United_Kingdom
http://dbpedia.org/resource/Blaencwm||http://dbpedia.org/resource/Wales
http://dbpedia.org/resource/Blagoveshchensk||http://dbpedia.org/resource/Russia
http://dbpedia.org/resource/Blainville-Crevon||http://dbpedia.org/resource/France
http://dbpedia.org/resource/Blairgowrie_and_Rattray||http://dbpedia.org/resource/Scotland
http://dbpedia.org/resource/Blairgowrie_and_Rattray||http://dbpedia.org/resource/United_Kingdom
http://dbpedia.org/resource/Blakely,_Pennsylvania||http://dbpedia.org/resource/United_States
http://dbpedia.org/resource/Blanchardstown||http://dbpedia.org/resource/Republic_of_Ireland
http://dbpedia.org/resource/Blandford-Blenheim||http://dbpedia.org/resource/Canada
http://dbpedia.org/resource/Blandford_Forum||http://dbpedia.org/resource/United_Kingdom
http://dbpedia.org/resource/Blandford_Forum||http://dbpedia.org/resource/Dorset
http://dbpedia.org/resource/Blanes||http://dbpedia.org/resource/Spain
http://dbpedia.org/resource/Blankenberge||http://dbpedia.org/resource/Belgium
http://dbpedia.org/resource/Blansko||http://dbpedia.org/resource/Czech_Republic
http://dbpedia.org/resource/Blantyre||http://dbpedia.org/resource/Malawi
http://dbpedia.org/resource/Blathur||http://dbpedia.org/resource/India
http://dbpedia.org/resource/Blaydon-on-Tyne||http://dbpedia.org/resource/England
http://dbpedia.org/resource/Blaydon-on-Tyne||http://dbpedia.org/resource/United_Kingdom
http://dbpedia.org/resource/Bleckede||http://dbpedia.org/resource/Germany
http://dbpedia.org/resource/Bled||http://dbpedia.org/resource/Slovenia
http://dbpedia.org/resource/Bledsoe_County,_Tennessee||http://dbpedia.org/resource/United_States
http://dbpedia.org/resource/Blejoi||http://dbpedia.org/resource/Romania
http://dbpedia.org/resource/Blekinge||http://dbpedia.org/resource/Sweden
http://dbpedia.org/resource/Blekinge_County||http://dbpedia.org/resource/Sweden
http://dbpedia.org/resource/Bletchley||http://dbpedia.org/resource/United_Kingdom
http://dbpedia.org/resource/Bloemendaal||http://dbpedia.org/resource/Netherlands
http://dbpedia.org/resource/Bloemfontein||http://dbpedia.org/resource/South_Africa
http://dbpedia.org/resource/Blois||http://dbpedia.org/resource/France
http://dbpedia.org/resource/Blood_Indian_Reserve_No._148||http://dbpedia.org/resource/Canada
http://dbpedia.org/resource/Blooming_Grove,_Texas||http://dbpedia.org/resource/United_States
http://dbpedia.org/resource/Bloomington,_Indiana||http://dbpedia.org/resource/United_States
http://dbpedia.org/resource/Bloomsbury||http://dbpedia.org/resource/United_Kingdom
http://dbpedia.org/resource/Blotzheim||http://dbpedia.org/resource/France
http://dbpedia.org/resource/Blowing_Rock,_North_Carolina||http://dbpedia.org/resource/United_States
http://dbpedia.org/resource/Blue_Earth,_Minnesota||http://dbpedia.org/resource/United_States
http://dbpedia.org/resource/Blue_Point,_New_York||http://dbpedia.org/resource/United_States
http://dbpedia.org/resource/Bluff,_Utah||http://dbpedia.org/resource/United_States
http://dbpedia.org/resource/Bluffton,_Ohio||http://dbpedia.org/resource/United_States
http://dbpedia.org/resource/Blunham||http://dbpedia.org/resource/England
http://dbpedia.org/resource/Blunham||http://dbpedia.org/resource/United_Kingdom
http://dbpedia.org/resource/Blyth,_Northumberland||http://dbpedia.org/resource/United_Kingdom
http://dbpedia.org/resource/Blyth,_South_Australia||http://dbpedia.org/resource/Australia
http://dbpedia.org/resource/Blytheville,_Arkansas||http://dbpedia.org/resource/United_States
http://dbpedia.org/resource/Bnei_Brak||http://dbpedia.org/resource/Israel
http://dbpedia.org/resource/Boa_Esperan%C3%A7a,_Minas_Gerais||http://dbpedia.org/resource/Brazil
http://dbpedia.org/resource/Boac,_Marinduque||http://dbpedia.org/resource/Philippines
http://dbpedia.org/resource/Boaz,_Alabama||http://dbpedia.org/resource/United_States
http://dbpedia.org/resource/Bobai_County||http://dbpedia.org/resource/China
http://dbpedia.org/resource/Bobbili||http://dbpedia.org/resource/India
http://dbpedia.org/resource/Bobo-Dioulasso||http://dbpedia.org/resource/Burkina_Faso
http://dbpedia.org/resource/Boboshevo||http://dbpedia.org/resource/Bulgaria
http://dbpedia.org/resource/Boca_Raton,_Florida||http://dbpedia.org/resource/United_States
http://dbpedia.org/resource/Bocas_del_Toro_Province||http://dbpedia.org/resource/Panama
http://dbpedia.org/resource/Bocaue,_Bulacan||http://dbpedia.org/resource/%7B%7B
http://dbpedia.org/resource/Bochnia||http://dbpedia.org/resource/Poland
http://dbpedia.org/resource/Bochum||http://dbpedia.org/resource/Germany
http://dbpedia.org/resource/Bocon%C3%B3||http://dbpedia.org/resource/Venezuela
http://dbpedia.org/resource/Bodelwyddan||http://dbpedia.org/resource/United_Kingdom
http://dbpedia.org/resource/Bodelwyddan||http://dbpedia.org/resource/Wales
http://dbpedia.org/resource/Boden,_Sweden||http://dbpedia.org/resource/Sweden
http://dbpedia.org/resource/Bodmin||http://dbpedia.org/resource/United_Kingdom
http://dbpedia.org/resource/Boeotia||http://dbpedia.org/resource/Greece
http://dbpedia.org/resource/Bogacz%C3%B3w,_Lower_Silesian_Voivodeship||http://dbpedia.org/resource/Poland
http://dbpedia.org/resource/Bogale||http://dbpedia.org/resource/Burma
http://dbpedia.org/resource/Bogale_Township||http://dbpedia.org/resource/Burma
http://dbpedia.org/resource/Bogati%C4%87||http://dbpedia.org/resource/Serbia
http://dbpedia.org/resource/Bogliasco||http://dbpedia.org/resource/Italy
http://dbpedia.org/resource/Bognor_Regis||http://dbpedia.org/resource/England
http://dbpedia.org/resource/Bognor_Regis||http://dbpedia.org/resource/United_Kingdom
http://dbpedia.org/resource/Bognor_Regis||http://dbpedia.org/resource/West_Sussex
http://dbpedia.org/resource/Bogor||http://dbpedia.org/resource/Indonesia
http://dbpedia.org/resource/Bogot%C3%A1||http://dbpedia.org/resource/Colombia
http://dbpedia.org/resource/Boguchar||http://dbpedia.org/resource/Russia
http://dbpedia.org/resource/Bohemia||http://dbpedia.org/resource/Czech_Republic
http://dbpedia.org/resource/Bohol||http://dbpedia.org/resource/%7B%7B
http://dbpedia.org/resource/Bohuslav||http://dbpedia.org/resource/Ukraine
http://dbpedia.org/resource/Bojonegoro_Regency||http://dbpedia.org/resource/Indonesia
http://dbpedia.org/resource/Boksitogorsk||http://dbpedia.org/resource/Russia
http://dbpedia.org/resource/Bol%C3%ADvar_Department||http://dbpedia.org/resource/Colombia
http://dbpedia.org/resource/Boley,_Oklahoma||http://dbpedia.org/resource/United_States
http://dbpedia.org/resource/Boliqueime||http://dbpedia.org/resource/Portugal
http://dbpedia.org/resource/Bolivar_County,_Mississippi||http://dbpedia.org/resource/United_States
http://dbpedia.org/resource/Bolln%C3%A4s||http://dbpedia.org/resource/Sweden
http://dbpedia.org/resource/Bologna||http://dbpedia.org/resource/Italy
http://dbpedia.org/resource/Bolognola||http://dbpedia.org/resource/Italy
http://dbpedia.org/resource/Bolt,_West_Virginia||http://dbpedia.org/resource/United_States
http://dbpedia.org/resource/Bolton||http://dbpedia.org/resource/England
http://dbpedia.org/resource/Bolton||http://dbpedia.org/resource/United_Kingdom
http://dbpedia.org/resource/Bolton,_Mississippi||http://dbpedia.org/resource/United_States
http://dbpedia.org/resource/Bolton,_Ontario||http://dbpedia.org/resource/Canada
http://dbpedia.org/resource/Bolu||http://dbpedia.org/resource/Turkey
http://dbpedia.org/resource/Bolzano||http://dbpedia.org/resource/Italy
http://dbpedia.org/resource/Bombala,_New_South_Wales||http://dbpedia.org/resource/Australia
http://dbpedia.org/resource/Bonao||http://dbpedia.org/resource/Dominican_Republic
http://dbpedia.org/resource/Bonate_Sopra||http://dbpedia.org/resource/Italy
http://dbpedia.org/resource/Bondeno||http://dbpedia.org/resource/Italy
http://dbpedia.org/resource/Bondi_Junction,_New_South_Wales||http://dbpedia.org/resource/Australia
http://dbpedia.org/resource/Bongaigaon||http://dbpedia.org/resource/India
http://dbpedia.org/resource/Bonham,_Texas||http://dbpedia.org/resource/United_States
http://dbpedia.org/resource/Bonn||http://dbpedia.org/resource/Germany
http://dbpedia.org/resource/Bonner_Springs,_Kansas||http://dbpedia.org/resource/United_States
http://dbpedia.org/resource/Bonthe_District||http://dbpedia.org/resource/Sierra_Leone
http://dbpedia.org/resource/Boo,_Sweden||http://dbpedia.org/resource/Sweden
http://dbpedia.org/resource/Boom,_Belgium||http://dbpedia.org/resource/Belgium
http://dbpedia.org/resource/Boone_County,_West_Virginia||http://dbpedia.org/resource/United_States
http://dbpedia.org/resource/Booneville,_Mississippi||http://dbpedia.org/resource/United_States
http://dbpedia.org/resource/Boonville,_Indiana||http://dbpedia.org/resource/United_States
http://dbpedia.org/resource/Boonville,_Missouri||http://dbpedia.org/resource/United_States
http://dbpedia.org/resource/Boorowa||http://dbpedia.org/resource/Australia
http://dbpedia.org/resource/Boothbay_Harbor,_Maine||http://dbpedia.org/resource/United_States
http://dbpedia.org/resource/Boothville,_Louisiana||http://dbpedia.org/resource/United_States
http://dbpedia.org/resource/Bootle||http://dbpedia.org/resource/United_Kingdom
http://dbpedia.org/resource/Boppard||http://dbpedia.org/resource/Germany
http://dbpedia.org/resource/Boquer%C3%B3n_department||http://dbpedia.org/resource/Paraguay
http://dbpedia.org/resource/Bor%C3%A5s||http://dbpedia.org/resource/Sweden
http://dbpedia.org/resource/Bor%C3%B0eyri||http://dbpedia.org/resource/Iceland
http://dbpedia.org/resource/Borazjan||http://dbpedia.org/resource/Iran
http://dbpedia.org/resource/Borda,_Goa||http://dbpedia.org/resource/India
http://dbpedia.org/resource/Bordeaux||http://dbpedia.org/resource/France
http://dbpedia.org/resource/Borgerhout||http://dbpedia.org/resource/Belgium
http://dbpedia.org/resource/Borgo_San_Lorenzo||http://dbpedia.org/resource/Italy
http://dbpedia.org/resource/Borgonovo_Val_Tidone||http://dbpedia.org/resource/Italy
http://dbpedia.org/resource/Borisoglebsk||http://dbpedia.org/resource/Russia
http://dbpedia.org/resource/Borl%C3%A4nge||http://dbpedia.org/resource/Sweden
http://dbpedia.org/resource/Bornem||http://dbpedia.org/resource/Belgium
http://dbpedia.org/resource/Borneo||http://dbpedia.org/resource/Brunei
http://dbpedia.org/resource/Borneo||http://dbpedia.org/resource/Indonesia
http://dbpedia.org/resource/Borneo||http://dbpedia.org/resource/Malaysia
http://dbpedia.org/resource/Bornholm||http://dbpedia.org/resource/Denmark
http://dbpedia.org/resource/Borough_of_Dartford||http://dbpedia.org/resource/United_Kingdom
http://dbpedia.org/resource/Borox||http://dbpedia.org/resource/Spain
http://dbpedia.org/resource/Borsk%C3%BD_Mikul%C3%A1%C5%A1||http://dbpedia.org/resource/Slovakia
http://dbpedia.org/resource/Bortala_Mongol_Autonomous_Prefecture||http://dbpedia.org/resource/China
http://dbpedia.org/resource/Boryslav||http://dbpedia.org/resource/Ukraine
http://dbpedia.org/resource/Borz%C4%99cin,_Lesser_Poland_Voivodeship||http://dbpedia.org/resource/Poland
http://dbpedia.org/resource/Bosa||http://dbpedia.org/resource/Italy
http://dbpedia.org/resource/Bosanska_Krupa||http://dbpedia.org/resource/Bosnia_and_Herzegovina
http://dbpedia.org/resource/Bosanski_Petrovac||http://dbpedia.org/resource/Bosnia_and_Herzegovina
http://dbpedia.org/resource/Boscombe||http://dbpedia.org/resource/United_Kingdom
http://dbpedia.org/resource/Boseong_County||http://dbpedia.org/resource/South_Korea
http://dbpedia.org/resource/Bosiljevo||http://dbpedia.org/resource/Croatia
http://dbpedia.org/resource/Bosque_County,_Texas||http://dbpedia.org/resource/United_States
http://dbpedia.org/resource/Bossier_City,_Louisiana||http://dbpedia.org/resource/United_States
http://dbpedia.org/resource/Bossier_Parish,_Louisiana||http://dbpedia.org/resource/United_States
http://dbpedia.org/resource/Boston,_Lincolnshire||http://dbpedia.org/resource/United_Kingdom
http://dbpedia.org/resource/Boston,_Lincolnshire||http://dbpedia.org/resource/Lincolnshire
http://dbpedia.org/resource/Bothell,_Washington||http://dbpedia.org/resource/United_States
http://dbpedia.org/resource/Bothwell||http://dbpedia.org/resource/Scotland
http://dbpedia.org/resource/Bothwell||http://dbpedia.org/resource/United_Kingdom
http://dbpedia.org/resource/Botkyrka_Municipality||http://dbpedia.org/resource/Sweden
http://dbpedia.org/resource/Boto%C8%99ani||http://dbpedia.org/resource/Romania
http://dbpedia.org/resource/Boto%C8%99ani_County||http://dbpedia.org/resource/Romania
http://dbpedia.org/resource/Bottineau,_North_Dakota||http://dbpedia.org/resource/United_States
http://dbpedia.org/resource/Bottrop||http://dbpedia.org/resource/Germany
http://dbpedia.org/resource/Boughton_Monchelsea||http://dbpedia.org/resource/England
http://dbpedia.org/resource/Boughton_Monchelsea||http://dbpedia.org/resource/Kent
http://dbpedia.org/resource/Boughton_Monchelsea||http://dbpedia.org/resource/United_Kingdom
http://dbpedia.org/resource/Boulogne-Billancourt||http://dbpedia.org/resource/France
http://dbpedia.org/resource/Boulogne-sur-Mer||http://dbpedia.org/resource/France
http://dbpedia.org/resource/Boundiali||http://dbpedia.org/resource/Ivory_Coast
http://dbpedia.org/resource/Bounouh||http://dbpedia.org/resource/Algeria
http://dbpedia.org/resource/Bourbon,_Indiana||http://dbpedia.org/resource/United_States
http://dbpedia.org/resource/Bourbon_County,_Kentucky||http://dbpedia.org/resource/United_States
http://dbpedia.org/resource/Bourbourg||http://dbpedia.org/resource/France
http://dbpedia.org/resource/Bourges||http://dbpedia.org/resource/France
http://dbpedia.org/resource/Bourgoin-Jallieu||http://dbpedia.org/resource/France
http://dbpedia.org/resource/Bourne,_Lincolnshire||http://dbpedia.org/resource/United_Kingdom
http://dbpedia.org/resource/Bourne,_Lincolnshire||http://dbpedia.org/resource/Lincolnshire
http://dbpedia.org/resource/Bourne_End,_Buckinghamshire||http://dbpedia.org/resource/England
http://dbpedia.org/resource/Bourne_End,_Buckinghamshire||http://dbpedia.org/resource/United_Kingdom
http://dbpedia.org/resource/Bourne_End,_Buckinghamshire||http://dbpedia.org/resource/Buckinghamshire
http://dbpedia.org/resource/Bourron-Marlotte||http://dbpedia.org/resource/France
http://dbpedia.org/resource/Bouth||http://dbpedia.org/resource/England
http://dbpedia.org/resource/Bouth||http://dbpedia.org/resource/United_Kingdom
http://dbpedia.org/resource/Bouth||http://dbpedia.org/resource/Cumbria
http://dbpedia.org/resource/Boutte,_Louisiana||http://dbpedia.org/resource/United_States
http://dbpedia.org/resource/Bow,_London||http://dbpedia.org/resource/England
http://dbpedia.org/resource/Bow,_London||http://dbpedia.org/resource/United_Kingdom
http://dbpedia.org/resource/Bowdon,_Greater_Manchester||http://dbpedia.org/resource/United_Kingdom
http://dbpedia.org/resource/Bowersville,_Ohio||http://dbpedia.org/resource/United_States
http://dbpedia.org/resource/Bowie_County,_Texas||http://dbpedia.org/resource/United_States
http://dbpedia.org/resource/Bowling_Green,_Kentucky||http://dbpedia.org/resource/United_States
http://dbpedia.org/resource/Bowman,_South_Carolina||http://dbpedia.org/resource/United_States
http://dbpedia.org/resource/Bowmanville||http://dbpedia.org/resource/Canada
http://dbpedia.org/resource/Box_Hill,_Victoria||http://dbpedia.org/resource/Australia
http://dbpedia.org/resource/Boxholm_Municipality||http://dbpedia.org/resource/Sweden
http://dbpedia.org/resource/Boyac%C3%A1_Department||http://dbpedia.org/resource/Colombia
http://dbpedia.org/resource/Boyarka||http://dbpedia.org/resource/Ukraine
http://dbpedia.org/resource/Boyertown,_Pennsylvania||http://dbpedia.org/resource/United_States
http://dbpedia.org/resource/Boykin,_Alabama||http://dbpedia.org/resource/United_States
http://dbpedia.org/resource/Boyne_City,_Michigan||http://dbpedia.org/resource/United_States
http://dbpedia.org/resource/Boynes||http://dbpedia.org/resource/France
http://dbpedia.org/resource/Boynton_Beach,_Florida||http://dbpedia.org/resource/United_States
http://dbpedia.org/resource/Bozeman,_Montana||http://dbpedia.org/resource/United_States
http://dbpedia.org/resource/Br%C3%A1s_de_Pina,_Rio_de_Janeiro||http://dbpedia.org/resource/Brazil
http://dbpedia.org/resource/Br%C3%A4kne-Hoby||http://dbpedia.org/resource/Sweden
http://dbpedia.org/resource/Br%C3%B8nn%C3%B8ysund||http://dbpedia.org/resource/Norway
http://dbpedia.org/resource/Br%C3%BChl_(Rhineland)||http://dbpedia.org/resource/Germany
http://dbpedia.org/resource/Br%C4%83ila||http://dbpedia.org/resource/Romania
http://dbpedia.org/resource/Br%C4%83ila_County||http://dbpedia.org/resource/Romania
http://dbpedia.org/resource/Br%C4%8Dko||http://dbpedia.org/resource/Bosnia_and_Herzegovina
http://dbpedia.org/resource/Bra%C4%8D||http://dbpedia.org/resource/Croatia
http://dbpedia.org/resource/Bra%C8%99ov||http://dbpedia.org/resource/Romania
http://dbpedia.org/resource/Bracknell||http://dbpedia.org/resource/United_Kingdom
http://dbpedia.org/resource/Bracknell||http://dbpedia.org/resource/Berkshire
http://dbpedia.org/resource/Bradenham,_Norfolk||http://dbpedia.org/resource/United_Kingdom
http://dbpedia.org/resource/Bradenham,_Norfolk||http://dbpedia.org/resource/Norfolk
http://dbpedia.org/resource/Bradford||http://dbpedia.org/resource/United_Kingdom
http://dbpedia.org/resource/Bradford,_Pennsylvania||http://dbpedia.org/resource/United_States
http://dbpedia.org/resource/Bradford_on_Avon||http://dbpedia.org/resource/England
http://dbpedia.org/resource/Bradford_on_Avon||http://dbpedia.org/resource/United_Kingdom
http://dbpedia.org/resource/Braga||http://dbpedia.org/resource/Portugal
http://dbpedia.org/resource/Braga_Municipality||http://dbpedia.org/resource/Portugal
http://dbpedia.org/resource/Brahmapur,_Odisha||http://dbpedia.org/resource/India
http://dbpedia.org/resource/Brainerd,_Minnesota||http://dbpedia.org/resource/United_States
http://dbpedia.org/resource/Braintree,_Essex||http://dbpedia.org/resource/England
